Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de données
1997,1997,AB,Alberta,Alberta,May,Mai,120,a,120,a
1997,1997,AB,Alberta,Alberta,June,Juin,34,a,34,a
1997,1997,AB,Alberta,Alberta,July,Juillet,148,a,148,a
1997,1997,AB,Alberta,Alberta,August,Août,79,a,79,a
1997,1997,AB,Alberta,Alberta,September,Septembre,17,a,17,a
1997,1997,BC,British Columbia,Colombie-Britannique,October,Octobre,3,a,3,a
1997,1997,BC,British Columbia,Colombie-Britannique,November,Novembre,3,a,3,a
1997,1997,BC,British Columbia,Colombie-Britannique,December,Décembre,2,a,2,a
1997,1997,BC,British Columbia,Colombie-Britannique,February,Février,2,a,2,a
1997,1997,BC,British Columbia,Colombie-Britannique,March,Mars,6,a,6,a
1997,1997,BC,British Columbia,Colombie-Britannique,April,Avril,86,a,86,a
1997,1997,BC,British Columbia,Colombie-Britannique,May,Mai,131,a,131,a
1997,1997,BC,British Columbia,Colombie-Britannique,June,Juin,95,a,95,a
1997,1997,BC,British Columbia,Colombie-Britannique,July,Juillet,172,a,172,a
1997,1997,BC,British Columbia,Colombie-Britannique,August,Août,514,a,514,a
1997,1997,BC,British Columbia,Colombie-Britannique,September,Septembre,162,a,162,a
1997,1997,MB,Manitoba,Manitoba,Unspecified,Indéterminé,1,a,1,a
1997,1997,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1997,1997,MB,Manitoba,Manitoba,April,Avril,8,a,8,a
1997,1997,MB,Manitoba,Manitoba,May,Mai,83,a,83,a
1997,1997,MB,Manitoba,Manitoba,June,Juin,87,a,87,a
1997,1997,MB,Manitoba,Manitoba,July,Juillet,102,a,102,a
1997,1997,MB,Manitoba,Manitoba,August,Août,83,a,83,a
1997,1997,MB,Manitoba,Manitoba,September,Septembre,8,a,8,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,45,a,45,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,April,Avril,16,a,16,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,May,Mai,72,a,72,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,June,Juin,68,a,68,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,77,a,77,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,August,Août,75,a,75,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,13,a,13,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,15,a,15,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,25,a,25,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,26,a,26,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,11,a,11,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,1,a,1,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,30,a,30,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1,a,1,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,44,a,44,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,77,a,77,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,35,a,35,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,108,a,108,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,59,a,59,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,16,a,16,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,1,a,1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,17,a,17,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,74,a,74,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,10,a,10,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,3,a,3,a
1997,1997,ON,Ontario,Ontario,Unspecified,Indéterminé,2,a,2,a
1997,1997,ON,Ontario,Ontario,October,Octobre,18,a,18,a
1997,1997,ON,Ontario,Ontario,November,Novembre,1,a,1,a
1997,1997,ON,Ontario,Ontario,April,Avril,136,a,136,a
1997,1997,ON,Ontario,Ontario,May,Mai,180,a,180,a
1997,1997,ON,Ontario,Ontario,June,Juin,425,a,425,a
1997,1997,ON,Ontario,Ontario,July,Juillet,371,a,371,a
1997,1997,ON,Ontario,Ontario,August,Août,423,a,423,a
1997,1997,ON,Ontario,Ontario,September,Septembre,90,a,90,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,2,a,2,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,2,a,2,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,2,a,2,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,7,a,7,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,,a,,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,20,a,20,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,,a,,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,1,a,1,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,,a,,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1997,1997,QC,Quebec,Québec,October,Octobre,44,a,44,a
1997,1997,QC,Quebec,Québec,November,Novembre,1,a,1,a
1997,1997,QC,Quebec,Québec,April,Avril,21,a,21,a
1997,1997,QC,Quebec,Québec,May,Mai,63,a,63,a
1997,1997,QC,Quebec,Québec,June,Juin,436,a,436,a
1997,1997,QC,Quebec,Québec,July,Juillet,143,a,143,a
1997,1997,QC,Quebec,Québec,August,Août,146,a,146,a
1997,1997,QC,Quebec,Québec,September,Septembre,22,a,22,a
1997,1997,SK,Saskatchewan,Saskatchewan,October,Octobre,2,a,2,a
1997,1997,SK,Saskatchewan,Saskatchewan,April,Avril,10,a,10,a
1997,1997,SK,Saskatchewan,Saskatchewan,May,Mai,92,a,92,a
1997,1997,SK,Saskatchewan,Saskatchewan,June,Juin,52,a,52,a
1997,1997,SK,Saskatchewan,Saskatchewan,July,Juillet,150,a,150,a
1997,1997,SK,Saskatchewan,Saskatchewan,August,Août,168,a,168,a
1997,1997,SK,Saskatchewan,Saskatchewan,September,Septembre,15,a,15,a
1997,1997,YT,Yukon,Yukon,October,Octobre,2,a,2,a
1997,1997,YT,Yukon,Yukon,May,Mai,23,a,23,a
1997,1997,YT,Yukon,Yukon,June,Juin,34,a,34,a
1997,1997,YT,Yukon,Yukon,July,Juillet,37,a,37,a
1997,1997,YT,Yukon,Yukon,August,Août,13,a,13,a
1997,1997,YT,Yukon,Yukon,September,Septembre,3,a,3,a
1998,1998,AB,Alberta,Alberta,October,Octobre,60,a,60,a
1998,1998,AB,Alberta,Alberta,November,Novembre,10,a,10,a
1998,1998,AB,Alberta,Alberta,December,Décembre,9,a,9,a
1998,1998,AB,Alberta,Alberta,March,Mars,2,a,2,a
1998,1998,AB,Alberta,Alberta,April,Avril,152,a,152,a
1998,1998,AB,Alberta,Alberta,May,Mai,412,a,412,a
1998,1998,AB,Alberta,Alberta,June,Juin,273,a,273,a
1998,1998,AB,Alberta,Alberta,July,Juillet,196,a,196,a
1998,1998,AB,Alberta,Alberta,August,Août,540,a,540,a
1998,1998,AB,Alberta,Alberta,September,Septembre,84,a,84,a
1998,1998,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminé,18,a,18,a
1998,1998,BC,British Columbia,Colombie-Britannique,January,Janvier,3,a,3,a
1998,1998,BC,British Columbia,Colombie-Britannique,October,Octobre,44,a,44,a
1998,1998,BC,British Columbia,Colombie-Britannique,November,Novembre,4,a,4,a
1998,1998,BC,British Columbia,Colombie-Britannique,February,Février,3,a,3,a
1998,1998,BC,British Columbia,Colombie-Britannique,March,Mars,24,a,24,a
1998,1998,BC,British Columbia,Colombie-Britannique,April,Avril,148,a,148,a
1998,1998,BC,British Columbia,Colombie-Britannique,May,Mai,259,a,259,a
1998,1998,BC,British Columbia,Colombie-Britannique,June,Juin,143,a,143,a
1998,1998,BC,British Columbia,Colombie-Britannique,July,Juillet,674,a,674,a
1998,1998,BC,British Columbia,Colombie-Britannique,August,Août,870,a,870,a
1998,1998,BC,British Columbia,Colombie-Britannique,September,Septembre,473,a,473,a
1998,1998,MB,Manitoba,Manitoba,Unspecified,Indéterminé,9,a,9,a
1998,1998,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,April,Avril,110,a,110,a
1998,1998,MB,Manitoba,Manitoba,May,Mai,51,a,51,a
1998,1998,MB,Manitoba,Manitoba,June,Juin,52,a,52,a
1998,1998,MB,Manitoba,Manitoba,July,Juillet,136,a,136,a
1998,1998,MB,Manitoba,Manitoba,August,Août,106,a,106,a
1998,1998,MB,Manitoba,Manitoba,September,Septembre,50,a,50,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,7,a,7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,April,Avril,67,a,67,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,May,Mai,61,a,61,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,June,Juin,29,a,29,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,44,a,44,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,August,Août,73,a,73,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,5,a,5,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,94,a,94,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,55,a,55,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,11,a,11,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,18,a,18,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,16,a,16,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,20,a,20,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,86,a,86,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,91,a,91,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,45,a,45,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19,a,19,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,61,a,61,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,8,a,8,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,24,a,24,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,76,a,76,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,228,a,228,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,69,a,69,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
1998,1998,ON,Ontario,Ontario,October,Octobre,32,a,32,a
1998,1998,ON,Ontario,Ontario,November,Novembre,8,a,8,a
1998,1998,ON,Ontario,Ontario,December,Décembre,2,a,2,a
1998,1998,ON,Ontario,Ontario,March,Mars,11,a,11,a
1998,1998,ON,Ontario,Ontario,April,Avril,207,a,207,a
1998,1998,ON,Ontario,Ontario,May,Mai,463,a,463,a
1998,1998,ON,Ontario,Ontario,June,Juin,254,a,254,a
1998,1998,ON,Ontario,Ontario,July,Juillet,710,a,710,a
1998,1998,ON,Ontario,Ontario,August,Août,477,a,477,a
1998,1998,ON,Ontario,Ontario,September,Septembre,127,a,127,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,1,a,1,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,6,a,6,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,3,a,3,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,2,a,2,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,,a,,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,14,a,14,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,,a,,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,1,a,1,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,,a,,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1998,1998,QC,Quebec,Québec,October,Octobre,29,a,29,a
1998,1998,QC,Quebec,Québec,November,Novembre,8,a,8,a
1998,1998,QC,Quebec,Québec,April,Avril,115,a,115,a
1998,1998,QC,Quebec,Québec,May,Mai,279,a,279,a
1998,1998,QC,Quebec,Québec,June,Juin,112,a,112,a
1998,1998,QC,Quebec,Québec,July,Juillet,106,a,106,a
1998,1998,QC,Quebec,Québec,August,Août,171,a,171,a
1998,1998,QC,Quebec,Québec,September,Septembre,34,a,34,a
1998,1998,SK,Saskatchewan,Saskatchewan,October,Octobre,6,a,6,a
1998,1998,SK,Saskatchewan,Saskatchewan,December,Décembre,1,a,1,a
1998,1998,SK,Saskatchewan,Saskatchewan,April,Avril,107,a,107,a
1998,1998,SK,Saskatchewan,Saskatchewan,May,Mai,292,a,292,a
1998,1998,SK,Saskatchewan,Saskatchewan,June,Juin,216,a,216,a
1998,1998,SK,Saskatchewan,Saskatchewan,July,Juillet,355,a,355,a
1998,1998,SK,Saskatchewan,Saskatchewan,August,Août,220,a,220,a
1998,1998,SK,Saskatchewan,Saskatchewan,September,Septembre,71,a,71,a
1998,1998,YT,Yukon,Yukon,Unspecified,Indéterminé,1,a,1,a
1998,1998,YT,Yukon,Yukon,April,Avril,2,a,2,a
1998,1998,YT,Yukon,Yukon,May,Mai,44,a,44,a
1998,1998,YT,Yukon,Yukon,June,Juin,36,a,36,a
1998,1998,YT,Yukon,Yukon,July,Juillet,73,a,73,a
1998,1998,YT,Yukon,Yukon,August,Août,35,a,35,a
1998,1998,YT,Yukon,Yukon,September,Septembre,7,a,7,a
1999,1999,AB,Alberta,Alberta,January,Janvier,4,a,4,a
1999,1999,AB,Alberta,Alberta,October,Octobre,84,a,84,a
1999,1999,AB,Alberta,Alberta,November,Novembre,29,a,29,a
1999,1999,AB,Alberta,Alberta,December,Décembre,28,a,28,a
1999,1999,AB,Alberta,Alberta,March,Mars,6,a,6,a
1999,1999,AB,Alberta,Alberta,April,Avril,133,a,133,a
1999,1999,AB,Alberta,Alberta,May,Mai,121,a,121,a
1999,1999,AB,Alberta,Alberta,June,Juin,213,a,213,a
1999,1999,AB,Alberta,Alberta,July,Juillet,280,a,280,a
1999,1999,AB,Alberta,Alberta,August,Août,427,a,427,a
1999,1999,AB,Alberta,Alberta,September,Septembre,46,a,46,a
1999,1999,BC,British Columbia,Colombie-Britannique,October,Octobre,82,a,82,a
1999,1999,BC,British Columbia,Colombie-Britannique,November,Novembre,6,a,6,a
1999,1999,BC,British Columbia,Colombie-Britannique,December,Décembre,8,a,8,a
1999,1999,BC,British Columbia,Colombie-Britannique,February,Février,2,a,2,a
1999,1999,BC,British Columbia,Colombie-Britannique,March,Mars,8,a,8,a
1999,1999,BC,British Columbia,Colombie-Britannique,April,Avril,92,a,92,a
1999,1999,BC,British Columbia,Colombie-Britannique,May,Mai,83,a,83,a
1999,1999,BC,British Columbia,Colombie-Britannique,June,Juin,118,a,118,a
1999,1999,BC,British Columbia,Colombie-Britannique,July,Juillet,168,a,168,a
1999,1999,BC,British Columbia,Colombie-Britannique,August,Août,522,a,522,a
1999,1999,BC,British Columbia,Colombie-Britannique,September,Septembre,109,a,109,a
1999,1999,MB,Manitoba,Manitoba,January,Janvier,2,a,2,a
1999,1999,MB,Manitoba,Manitoba,October,Octobre,5,a,5,a
1999,1999,MB,Manitoba,Manitoba,April,Avril,133,a,133,a
1999,1999,MB,Manitoba,Manitoba,May,Mai,104,a,104,a
1999,1999,MB,Manitoba,Manitoba,June,Juin,115,a,115,a
1999,1999,MB,Manitoba,Manitoba,July,Juillet,125,a,125,a
1999,1999,MB,Manitoba,Manitoba,August,Août,112,a,112,a
1999,1999,MB,Manitoba,Manitoba,September,Septembre,17,a,17,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,7,a,7,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,December,Décembre,1,a,1,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,April,Avril,55,a,55,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,May,Mai,180,a,180,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,June,Juin,210,a,210,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,80,a,80,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,August,Août,40,a,40,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,31,a,31,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,5,a,5,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,10,a,10,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,66,a,66,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,66,a,66,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,20,a,20,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,10,a,10,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,10,a,10,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,3,a,3,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,7,a,7,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,23,a,23,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,78,a,78,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,129,a,129,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,97,a,97,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,89,a,89,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,24,a,24,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,14,a,14,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,70,a,70,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,39,a,39,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,53,a,53,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,6,a,6,a
1999,1999,ON,Ontario,Ontario,October,Octobre,4,a,4,a
1999,1999,ON,Ontario,Ontario,November,Novembre,3,a,3,a
1999,1999,ON,Ontario,Ontario,February,Février,1,a,1,a
1999,1999,ON,Ontario,Ontario,March,Mars,6,a,6,a
1999,1999,ON,Ontario,Ontario,April,Avril,146,a,146,a
1999,1999,ON,Ontario,Ontario,May,Mai,234,a,234,a
1999,1999,ON,Ontario,Ontario,June,Juin,154,a,154,a
1999,1999,ON,Ontario,Ontario,July,Juillet,217,a,217,a
1999,1999,ON,Ontario,Ontario,August,Août,196,a,196,a
1999,1999,ON,Ontario,Ontario,September,Septembre,64,a,64,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,2,a,2,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,6,a,6,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,3,a,3,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,1,a,1,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,13,a,13,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,1,a,1,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,2,a,2,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,6,a,6,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1999,1999,QC,Quebec,Québec,October,Octobre,5,a,5,a
1999,1999,QC,Quebec,Québec,November,Novembre,7,a,7,a
1999,1999,QC,Quebec,Québec,April,Avril,92,a,92,a
1999,1999,QC,Quebec,Québec,May,Mai,311,a,311,a
1999,1999,QC,Quebec,Québec,June,Juin,197,a,197,a
1999,1999,QC,Quebec,Québec,July,Juillet,140,a,140,a
1999,1999,QC,Quebec,Québec,August,Août,165,a,165,a
1999,1999,QC,Quebec,Québec,September,Septembre,120,a,120,a
1999,1999,SK,Saskatchewan,Saskatchewan,October,Octobre,7,a,7,a
1999,1999,SK,Saskatchewan,Saskatchewan,November,Novembre,7,a,7,a
1999,1999,SK,Saskatchewan,Saskatchewan,March,Mars,1,a,1,a
1999,1999,SK,Saskatchewan,Saskatchewan,April,Avril,51,a,51,a
1999,1999,SK,Saskatchewan,Saskatchewan,May,Mai,100,a,100,a
1999,1999,SK,Saskatchewan,Saskatchewan,June,Juin,158,a,158,a
1999,1999,SK,Saskatchewan,Saskatchewan,July,Juillet,252,a,252,a
1999,1999,SK,Saskatchewan,Saskatchewan,August,Août,158,a,158,a
1999,1999,SK,Saskatchewan,Saskatchewan,September,Septembre,6,a,6,a
1999,1999,YT,Yukon,Yukon,April,Avril,2,a,2,a
1999,1999,YT,Yukon,Yukon,May,Mai,10,a,10,a
1999,1999,YT,Yukon,Yukon,June,Juin,49,a,49,a
1999,1999,YT,Yukon,Yukon,July,Juillet,36,a,36,a
1999,1999,YT,Yukon,Yukon,August,Août,61,a,61,a
1999,1999,YT,Yukon,Yukon,September,Septembre,1,a,1,a
2000,2000,AB,Alberta,Alberta,January,Janvier,9,a,9,a
2000,2000,AB,Alberta,Alberta,October,Octobre,16,a,16,a
2000,2000,AB,Alberta,Alberta,November,Novembre,5,a,5,a
2000,2000,AB,Alberta,Alberta,December,Décembre,1,a,1,a
2000,2000,AB,Alberta,Alberta,February,Février,8,a,8,a
2000,2000,AB,Alberta,Alberta,March,Mars,30,a,30,a
2000,2000,AB,Alberta,Alberta,April,Avril,139,a,139,a
2000,2000,AB,Alberta,Alberta,May,Mai,112,a,112,a
2000,2000,AB,Alberta,Alberta,June,Juin,261,a,261,a
2000,2000,AB,Alberta,Alberta,July,Juillet,197,a,197,a
2000,2000,AB,Alberta,Alberta,August,Août,74,a,74,a
2000,2000,AB,Alberta,Alberta,September,Septembre,12,a,12,a
2000,2000,BC,British Columbia,Colombie-Britannique,October,Octobre,51,a,51,a
2000,2000,BC,British Columbia,Colombie-Britannique,November,Novembre,8,a,8,a
2000,2000,BC,British Columbia,Colombie-Britannique,December,Décembre,1,a,1,a
2000,2000,BC,British Columbia,Colombie-Britannique,February,Février,3,a,3,a
2000,2000,BC,British Columbia,Colombie-Britannique,March,Mars,17,a,17,a
2000,2000,BC,British Columbia,Colombie-Britannique,April,Avril,157,a,157,a
2000,2000,BC,British Columbia,Colombie-Britannique,May,Mai,82,a,82,a
2000,2000,BC,British Columbia,Colombie-Britannique,June,Juin,129,a,129,a
2000,2000,BC,British Columbia,Colombie-Britannique,July,Juillet,399,a,399,a
2000,2000,BC,British Columbia,Colombie-Britannique,August,Août,618,a,618,a
2000,2000,BC,British Columbia,Colombie-Britannique,September,Septembre,86,a,86,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,Indéterminé,353,a,353,a
2000,2000,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
2000,2000,MB,Manitoba,Manitoba,March,Mars,1,a,1,a
2000,2000,MB,Manitoba,Manitoba,April,Avril,1,a,1,a
2000,2000,MB,Manitoba,Manitoba,May,Mai,1,a,1,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,30,a,30,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,April,Avril,31,a,31,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,May,Mai,73,a,73,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,June,Juin,77,a,77,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,40,a,40,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,August,Août,46,a,46,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,44,a,44,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,25,a,25,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,14,a,14,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,34,a,34,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,44,a,44,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,9,a,9,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,15,a,15,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,7,a,7,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,8,a,8,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
