STATION,DATE,TYPE,TEMP,DEW PNT,RH,W.DIR,W.SPEED,PRECIP,GC,FFMC,DMC,DC,ISI,BUI,FWI,DGR
QUALICUM AP (EC),2020-05-19,ACTUAL,17,10,63,0,6,0,,69,7,81,0.8,11,1,2
QUALICUM AP (EC),2020-05-20,ACTUAL,14,11,82,110,7,0,,73.9,7,86,1.1,12,1,2
QUALICUM AP (EC),2020-05-21,ACTUAL,13,6,62,350,11,0,,80.3,9,90,2.1,14,2,2
QUALICUM AP (EC),2020-05-22,ACTUAL,15,6.1,55,0,13,0,,84.1,11,95,3.6,17,5,2
QUALICUM AP (EC),2020-05-23,ACTUAL,14,10.1,77,90,19,0,,83.3,11,100,4.3,18,6,2
QUALICUM AP (EC),2020-05-24,ACTUAL,14,10.1,77,90,15,2.6,,64.7,10,105,1.1,16,1,2
QUALICUM AP (EC),2020-05-25,ACTUAL,15,12,82,70,7,3.6,,48.4,7,106,0.2,12,0,1
QUALICUM AP (EC),2020-05-26,ACTUAL,15,7.1,59,10,13,0,,71,9,111,1.2,14,1,2
QUALICUM AP (EC),2020-05-27,ACTUAL,18,9.2,56,40,6,0,,80.7,11,117,1.6,18,2,2
QUALICUM AP (EC),2020-05-28,ACTUAL,20,8,46,30,9,0,,86.3,14,123,4,22,7,2
QUALICUM AP (EC),2020-05-29,ACTUAL,17,10,63,320,11,0,,86.3,16,128,4.4,24,8,3
QUALICUM AP (EC),2020-05-30,ACTUAL,15,9,67,10,6,0,,85.5,17,133,3,26,6,2
QUALICUM AP (EC),2020-05-31,ACTUAL,15,6.1,55,10,7,0,,85.7,19,138,3.4,28,7,2
QUALICUM AP (EC),2020-06-01,ACTUAL,17,4.9,45,100,7,0.3,,87.2,21,145,4.2,31,9,3
QUALICUM AP (EC),2020-06-02,ACTUAL,11,8.1,82,130,11,2.2,,64.7,19,150,0.9,29,1,2
QUALICUM AP (EC),2020-06-03,ACTUAL,15,7.1,59,10,9,2.4,,65.2,17,156,0.9,27,1,2
QUALICUM AP (EC),2020-06-04,ACTUAL,16,10,67,100,15,0,,77.2,19,163,1.9,29,4,2
QUALICUM AP (EC),2020-06-05,ACTUAL,14,8,67,350,9,9.8,,47.3,11,149,0.2,18,0,1
QUALICUM AP (EC),2020-06-06,ACTUAL,13,9.1,77,90,6,0.2,,61,11,155,0.6,19,1,2
QUALICUM AP (EC),2020-06-07,ACTUAL,16,8.1,59,0,11,0.5,,76.6,13,161,1.5,22,2,2
QUALICUM AP (EC),2020-06-08,ACTUAL,16,4,45,130,9,0.5,,84.3,16,167,3.1,26,6,2
QUALICUM AP (EC),2020-06-09,ACTUAL,13,11,88,120,28,10.7,,39.7,8,151,0.1,14,0,1
QUALICUM AP (EC),2020-06-10,ACTUAL,16,12,77,90,17,0.3,,62.1,9,157,1.1,16,1,2
QUALICUM AP (EC),2020-06-11,ACTUAL,17,11.1,68,60,6,1.4,,67.3,11,164,0.8,18,1,2
QUALICUM AP (EC),2020-06-12,ACTUAL,16,9,63,130,7,6.4,,51.8,7,158,0.3,13,0,1
QUALICUM AP (EC),2020-06-13,ACTUAL,14,9.1,72,180,2,0,,63.9,8,164,0.6,15,0,1
QUALICUM AP (EC),2020-06-14,ACTUAL,15,9,67,80,11,0.2,,75.7,10,170,1.4,17,2,2
QUALICUM AP (EC),2020-06-15,ACTUAL,13,10,82,130,17,5.6,,47.6,6,166,0.3,11,0,1
QUALICUM AP (EC),2020-06-16,ACTUAL,16,8.1,59,320,15,3,,60.8,6,168,0.9,10,1,2
QUALICUM AP (EC),2020-06-17,ACTUAL,18,9.9,59,100,11,0,,77.4,8,175,1.6,14,2,2
QUALICUM AP (EC),2020-06-18,ACTUAL,19,12.1,64,350,7,0,,82.3,10,182,2.1,17,3,2
QUALICUM AP (EC),2020-06-19,ACTUAL,19,12.1,64,90,11,0,,84.1,11,189,3.3,20,5,2
QUALICUM AP (EC),2020-06-20,ACTUAL,19,14.1,73,40,4,1,,78.4,13,196,1.2,22,2,2
QUALICUM AP (EC),2020-06-21,ACTUAL,18,11.2,64,340,9,0,,82.6,15,202,2.4,25,5,2
QUALICUM AP (EC),2020-06-22,ACTUAL,18,12.1,68,180,4,0,,83.4,16,209,2,27,4,2
QUALICUM AP (EC),2020-06-23,ACTUAL,20,14,68,100,9,0,,84,18,216,2.9,30,6,2
QUALICUM AP (EC),2020-06-24,ACTUAL,19,15.1,78,320,9,8.5,,48.3,11,204,0.2,19,0,1
QUALICUM AP (EC),2020-06-25,ACTUAL,18,12.1,68,330,13,0,,70.3,12,210,1.2,21,2,2
QUALICUM AP (EC),2020-06-26,ACTUAL,17,13.9,82,10,4,0,,74.6,13,217,0.9,23,1,2
QUALICUM AP (EC),2020-06-27,ACTUAL,17,7.9,55,350,15,0.3,,82.9,15,223,3.4,26,6,2
QUALICUM AP (EC),2020-06-28,ACTUAL,18,9.9,59,310,13,0.3,,84.8,17,230,3.9,29,8,3
QUALICUM AP (EC),2020-06-29,ACTUAL,20,11,56,20,9,0,,86,20,237,3.8,33,8,3
QUALICUM AP (EC),2020-06-30,ACTUAL,17,9,59,340,13,0,,86,22,243,4.7,35,10,3
QUALICUM AP (EC),2020-07-01,ACTUAL,18,11.2,64,350,11,0,,86.1,23,250,4.3,38,10,3
QUALICUM AP (EC),2020-07-02,ACTUAL,16,10,67,90,6,0,,85.6,25,257,3,40,8,3
QUALICUM AP (EC),2020-07-03,ACTUAL,14,11,82,100,13,1.8,,69.2,23,263,1.2,38,3,2
QUALICUM AP (EC),2020-07-04,ACTUAL,16,10,67,130,6,3.7,,56.4,18,263,0.4,30,0,2
QUALICUM AP (EC),2020-07-05,ACTUAL,20,12.1,60,10,7,0,,75.4,20,270,1.1,33,2,2
QUALICUM AP (EC),2020-07-06,ACTUAL,18,11.2,64,90,11,0,,81.7,21,277,2.4,36,6,2
QUALICUM AP (EC),2020-07-07,ACTUAL,15,13,88,100,11,3.6,,51.1,16,277,0.3,27,0,2
QUALICUM AP (EC),2020-07-08,ACTUAL,17,12,72,70,7,0,,67.9,17,284,0.9,29,1,2
QUALICUM AP (EC),2020-07-09,ACTUAL,17,13.9,82,100,15,2.9,,57.5,13,286,0.7,24,1,2
QUALICUM AP (EC),2020-07-10,ACTUAL,18,12.1,68,100,19,0,,75.3,15,293,2,26,4,2
QUALICUM AP (EC),2020-07-11,ACTUAL,16,12,77,100,6,0,,78.6,16,299,1.3,28,2,2
QUALICUM AP (EC),2020-07-12,ACTUAL,18,9.9,59,10,7,0,,83.2,18,306,2.4,31,5,2
QUALICUM AP (EC),2020-07-13,ACTUAL,18,8,52,10,9,0,,85.7,20,313,3.7,34,8,3
QUALICUM AP (EC),2020-07-14,ACTUAL,21,9.9,49,10,7,0,,87.2,22,321,4.2,38,10,3
QUALICUM AP (EC),2020-07-15,ACTUAL,23,13,53,20,9,0,,87.4,25,329,4.7,42,11,3
QUALICUM AP (EC),2020-07-16,ACTUAL,21,16.1,73,100,17,0,,85.4,27,336,5.1,44,13,3
QUALICUM AP (EC),2020-07-17,ACTUAL,19,12.1,64,10,9,0,,85.4,28,343,3.6,47,10,3
QUALICUM AP (EC),2020-07-18,ACTUAL,21,9.9,49,310,19,0,,87.3,31,351,7.5,51,18,4
QUALICUM AP (EC),2020-07-19,ACTUAL,19,13.1,68,320,13,0,,86,32,358,4.7,53,13,3
QUALICUM AP (EC),2020-07-20,ACTUAL,23,14.1,57,320,13,0,,86.5,35,366,5,56,14,3
QUALICUM AP (EC),2020-07-21,ACTUAL,22,12,53,10,7,0,,87.1,37,373,4.1,60,12,3
QUALICUM AP (EC),2020-07-22,ACTUAL,22,14,60,70,7,0,,87.1,40,381,4.1,63,13,3
QUALICUM AP (EC),2020-07-23,ACTUAL,20,13.1,64,50,6,0,,86.7,41,388,3.5,65,12,3
QUALICUM AP (EC),2020-07-24,ACTUAL,19,10.1,56,0,11,0,,86.7,43,395,4.7,68,15,3
QUALICUM AP (EC),2020-07-25,ACTUAL,20,9.9,52,350,7,0,,87,46,403,4,71,14,4
QUALICUM AP (EC),2020-07-26,ACTUAL,23,10.1,44,340,13,0,,88.6,49,410,6.8,75,21,4
QUALICUM AP (EC),2020-07-27,ACTUAL,23,14.1,57,20,11,0,,88.3,51,418,5.9,79,19,4
QUALICUM AP (EC),2020-07-28,ACTUAL,20,12.1,60,320,9,0,,87.5,53,426,4.8,81,17,4
QUALICUM AP (EC),2020-07-29,ACTUAL,23,13,53,90,9,0,,87.5,56,433,4.8,85,17,4
QUALICUM AP (EC),2020-07-30,ACTUAL,26,12.8,44,330,9,0,,89.1,60,442,6.1,89,21,4
QUALICUM AP (EC),2020-07-31,ACTUAL,21,15.2,69,100,6,2,,73.7,55,449,1,84,4,3
QUALICUM AP (EC),2020-08-01,ACTUAL,22,15,64,80,9,0,,81.9,57,456,2.3,87,10,4
QUALICUM AP (EC),2020-08-02,ACTUAL,20,15.1,73,90,7,0,,82.8,58,463,2.3,88,10,4
QUALICUM AP (EC),2020-08-03,ACTUAL,21,15.2,69,100,11,0,,83.8,59,470,3.2,90,13,4
QUALICUM AP (EC),2020-08-04,ACTUAL,22,14,60,20,9,0,,85.4,61,477,3.6,93,15,4
QUALICUM AP (EC),2020-08-05,ACTUAL,22,13.2,57,90,15,0,,86.3,63,484,5.4,95,20,4
QUALICUM AP (EC),2020-08-06,ACTUAL,19,10.1,56,300,11,10.3,,59.4,34,445,0.7,57,2,3
QUALICUM AP (EC),2020-08-07,ACTUAL,18,12.1,68,100,9,0,,74.3,35,451,1.2,59,4,3
QUALICUM AP (EC),2020-08-08,ACTUAL,18,9.2,56,330,11,1.4,,77,37,457,1.5,61,5,3
QUALICUM AP (EC),2020-08-09,ACTUAL,19,11.1,60,10,9,0,,82.9,39,464,2.5,64,9,3
QUALICUM AP (EC),2020-08-10,ACTUAL,19,12.1,64,340,13,0,,84.3,40,470,3.7,66,12,3
QUALICUM AP (EC),2020-08-11,ACTUAL,18,8,52,350,9,0,,86.1,42,476,3.9,69,13,3
QUALICUM AP (EC),2020-08-12,ACTUAL,17,7.9,55,40,7,0,,86.1,44,482,3.6,71,12,4
QUALICUM AP (EC),2020-08-13,ACTUAL,19,5.7,42,70,7,0,,88,46,489,4.7,74,16,4
QUALICUM AP (EC),2020-08-14,ACTUAL,23,11.1,47,30,9,0,,88.3,49,496,5.4,78,18,4
QUALICUM AP (EC),2020-08-15,ACTUAL,24,15.1,57,10,9,0,,88.4,51,503,5.4,81,18,4
QUALICUM AP (EC),2020-08-16,ACTUAL,26,12.8,44,20,7,0,,89.3,54,511,5.6,85,19,4
QUALICUM AP (EC),2020-08-17,ACTUAL,26,15.1,51,70,7,0,,89.3,57,519,5.6,89,20,4
QUALICUM AP (EC),2020-08-18,ACTUAL,22,15,64,100,15,0,,87.3,58,526,6.1,91,21,4
QUALICUM AP (EC),2020-08-19,ACTUAL,20,14,68,90,17,0,,86.1,60,532,5.7,93,21,4
QUALICUM AP (EC),2020-08-20,ACTUAL,16,15,94,110,9,2.8,,52.7,48,538,0.4,79,1,3
QUALICUM AP (EC),2020-08-21,ACTUAL,19,15.1,78,120,9,18.8,,37.1,21,449,0,38,0,2
QUALICUM AP (EC),2020-08-22,ACTUAL,19,10.1,56,60,7,0.4,,67.1,23,455,0.8,41,2,2
QUALICUM AP (EC),2020-08-23,ACTUAL,18,12.1,68,330,11,0,,77.9,24,461,1.6,43,4,3
QUALICUM AP (EC),2020-08-24,ACTUAL,18,11.2,64,330,15,0,,82.7,26,468,3.3,45,9,3
QUALICUM AP (EC),2020-08-25,ACTUAL,18,11.2,64,20,11,0,,84.1,27,474,3.3,47,9,3
QUALICUM AP (EC),2020-08-26,ACTUAL,20,8,46,340,11,0,,87.2,29,480,5,51,14,3
QUALICUM AP (EC),2020-08-27,ACTUAL,20,9.9,52,340,11,0,,87.2,32,487,5.1,54,14,3
QUALICUM AP (EC),2020-08-28,MANUAL,21,14.7,67,70,7,0,,86.4,33,494,3.6,57,11,3
QUALICUM AP (EC),2020-08-29,ACTUAL,18,6.8,48,330,21,0,,87.2,35,500,8.1,60,21,4
QUALICUM AP (EC),2020-08-30,ACTUAL,17,10,63,90,11,0,,86.5,37,506,4.6,62,14,3
QUALICUM AP (EC),2020-08-31,ACTUAL,17,12,72,350,11,3.8,,62.1,27,499,0.8,48,2,3
QUALICUM AP (EC),2020-09-01,ACTUAL,20,14,68,30,7,0,,75.8,29,505,1.2,50,3,3
QUALICUM AP (EC),2020-09-02,ACTUAL,21,14,64,320,11,0,,82.5,30,510,2.7,52,8,3
QUALICUM AP (EC),2020-09-03,ACTUAL,21,11.1,53,320,11,0,,86,32,515,4.2,55,12,3
QUALICUM AP (EC),2020-09-04,ACTUAL,23,14.1,57,310,13,0,,86.5,34,521,5,58,14,3
QUALICUM AP (EC),2020-09-05,ACTUAL,20,14,68,80,9,0,,86,35,527,3.9,60,12,3
QUALICUM AP (EC),2020-09-06,ACTUAL,21,13,60,350,11,0,,86,36,532,4.3,62,13,3
QUALICUM AP (EC),2020-09-07,ACTUAL,24,11,44,310,13,0,,88.6,39,538,6.8,66,19,4
QUALICUM AP (EC),2020-09-08,ACTUAL,22,8.1,41,30,9,0,,89.2,41,544,6.1,69,18,4
QUALICUM AP (EC),2020-09-09,ACTUAL,24,8.7,38,320,9,0,,90.1,44,550,6.9,73,21,4
QUALICUM AP (EC),2020-09-10,ACTUAL,25,10.8,41,320,9,0,,90.1,47,556,7,77,22,4
QUALICUM AP (EC),2020-09-11,ACTUAL,21,14,64,80,7,0,,87.4,48,562,4.3,79,15,4
QUALICUM AP (EC),2020-09-12,ACTUAL,17,13.9,82,90,9,0,,83.4,49,566,2.7,80,11,4
QUALICUM AP (EC),2020-09-13,ACTUAL,14,12,88,90,7,0,,80.8,49,571,1.8,81,8,4
QUALICUM AP (EC),2020-09-14,MANUAL,15,11.8,81,150,2,0,,80.9,50,575,1.4,82,6,3
QUALICUM AP (EC),2020-09-15,ACTUAL,17,15,88,330,7,3.5,,50.9,38,566,0.3,65,1,3
QUALICUM AP (EC),2020-09-16,ACTUAL,20,15.1,73,310,9,0.2,,69.7,39,572,1,66,4,3
QUALICUM AP (EC),2020-09-17,ACTUAL,19,15.1,78,320,9,0,,76.7,39,577,1.4,67,5,3
QUALICUM AP (EC),2020-09-18,ACTUAL,18,15.1,83,330,4,0,,78.4,40,582,1.2,68,4,3
QUALICUM AP (EC),2020-09-19,ACTUAL,19,14.1,73,90,7,0.9,,77.7,41,587,1.3,70,5,3
QUALICUM AP (EC),2020-09-20,ACTUAL,18,13.2,73,70,11,0,,81.1,42,592,2.2,71,8,4
QUALICUM AP (EC),2020-09-21,ACTUAL,19,13.1,68,60,7,0,,83,43,597,2.4,73,9,4
QUALICUM AP (EC),2020-09-22,ACTUAL,16,11,72,90,13,0,,83.1,44,601,3.1,74,11,4
QUALICUM AP (EC),2020-09-23,ACTUAL,16,12.9,82,100,17,6.9,,48.8,26,568,0.3,47,1,3
QUALICUM AP (EC),2020-09-24,ACTUAL,15,14,94,140,7,10.7,,18.8,13,515,0,24,0,2
QUALICUM AP (EC),2020-09-25,ACTUAL,18,5.9,45,260,19,7.6,,56.9,8,486,0.8,16,1,2
QUALICUM AP (EC),2020-09-26,ACTUAL,15,10.1,72,90,9,0,,70.7,9,490,1,18,1,2
QUALICUM AP (EC),2020-09-27,ACTUAL,14,11,82,100,13,0.2,,75.5,10,494,1.5,19,2,2
QUALICUM AP (EC),2020-09-28,ACTUAL,16,11,72,10,9,0,,79.8,11,499,1.8,20,3,2
QUALICUM AP (EC),2020-09-29,ACTUAL,19,13.1,68,330,9,0,,82.7,12,504,2.5,22,4,2
QUALICUM AP (EC),2020-09-30,ACTUAL,19,14.1,73,50,4,0,,83,13,509,1.9,24,3,2
QUALICUM AP (EC),2020-10-01,ACTUAL,19,14.1,73,330,4,0,,83.1,13,513,2,25,4,2
QUALICUM AP (EC),2020-10-02,ACTUAL,19,14.1,73,10,6,0,,83.1,14,517,2.2,27,4,2
QUALICUM AP (EC),2020-10-03,ACTUAL,17,13,77,50,6,0,,83.2,15,521,2.2,28,4,2
QUALICUM AP (EC),2020-10-04,ACTUAL,14,14,100,320,6,0,,75.7,15,524,1.1,28,2,2
QUALICUM AP (EC),2020-10-05,ACTUAL,16,12.9,82,0,6,0,,77.9,15,528,1.2,29,2,2
QUALICUM AP (EC),2020-10-06,ACTUAL,18,12.1,68,10,9,0,,81.8,16,532,2.2,30,5,2
QUALICUM AP (EC),2020-10-07,ACTUAL,15,12,82,0,9,0,,81.8,17,535,2.2,31,5,2
QUALICUM AP (EC),2020-10-08,ACTUAL,14,14,100,80,7,0,,75.2,17,539,1.1,31,2,2
QUALICUM AP (EC),2020-10-09,ACTUAL,15,13,88,120,17,1,,71.2,17,542,1.5,32,3,2
QUALICUM AP (EC),2020-10-10,ACTUAL,14,5.9,58,290,11,9.8,,51.1,9,496,0.3,18,0,1
QUALICUM AP (EC),2020-10-11,ACTUAL,9,7.9,93,120,17,0.7,,54.9,9,498,0.6,18,1,2
QUALICUM AP (EC),2020-10-12,ACTUAL,13,6,62,350,6,12.4,,39.4,5,444,0,10,0,1
QUALICUM AP (EC),2020-10-13,ACTUAL,15,5,51,270,24,19.2,,52.7,3,368,0.8,6,0,1
QUALICUM AP (EC),2020-10-14,ACTUAL,12,7.9,76,0,7,0,,65.2,4,371,0.8,7,0,1
QUALICUM AP (EC),2020-10-15,ACTUAL,11,8.1,82,110,7,0.3,,71,4,374,0.9,8,0,1
QUALICUM AP (EC),2020-10-16,ACTUAL,12,11,94,120,2,0,,71.6,4,377,0.7,8,0,1
QUALICUM AP (EC),2020-10-17,ACTUAL,11,4.1,62,330,4,0,,77.8,5,379,1.1,9,1,2
QUALICUM AP (EC),2020-10-18,ACTUAL,10,8.9,93,90,9,10,,26.5,2,348,0,4,0,1
QUALICUM AP (EC),2020-10-19,ACTUAL,12,10.1,88,350,4,0.4,,37.2,2,350,0,4,0,1
QUALICUM AP (EC),2020-10-20,ACTUAL,12,6.1,67,40,6,0,,57.2,3,353,0.4,6,0,1
QUALICUM AP (EC),2020-10-21,ACTUAL,10,4,66,330,15,4.3,,51.4,2,345,0.4,3,0,1
QUALICUM AP (EC),2020-10-22,ACTUAL,9,1.9,61,0,7,0,,67.1,2,347,0.8,4,0,1
QUALICUM AP (EC),2020-10-23,ACTUAL,5,5,100,110,22,2.7,,38,1,349,0.1,2,0,1
QUALICUM AP (EC),2020-10-24,ACTUAL,7,-1.9,53,330,13,6.6,,42.1,1,331,0.1,1,0,1
QUALICUM AP (EC),2020-10-25,ACTUAL,6,-3.1,52,340,2,0,,58.5,1,333,0.4,2,0,1
QUALICUM AP (EC),2020-10-26,ACTUAL,7,0.9,65,100,7,0.3,,69.6,2,335,0.9,3,0,1
QUALICUM AP (EC),2020-10-27,ACTUAL,9,5.9,81,100,17,0,,74.4,2,338,1.7,4,1,2
QUALICUM AP (EC),2020-10-28,ACTUAL,12,10.1,88,110,11,0,,75.8,2,340,1.4,4,1,2
QUALICUM AP (EC),2020-10-29,ACTUAL,13,10,82,100,9,0,,77.8,2,343,1.5,5,1,2
QUALICUM AP (EC),2020-10-30,ACTUAL,10,5,71,320,11,6,,48.6,1,329,0.2,2,0,1
QUALICUM AP (EC),2020-10-31,ACTUAL,10,5,71,100,9,0,,64,2,332,0.8,3,0,1
